CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
719453283,Existing Customer,45,F,2,Uneducated,Married,Less than $40K,Blue,36,3,4,3,2918.0,1597,1321.0,0.884,4454,76,0.9,0.547,0.00037588,0.99962
709682658,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093.0,2517,576.0,0.855,1371,23,0.917,0.814,0.0001106,0.99989
717602733,Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,4,3,2,1842.0,0,1842.0,0.726,4165,67,0.634,0.0,0.00027008,0.99973
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,53,3,1,3,1438.3,0,1438.3,0.699,902,31,0.409,0.0,0.00010231,0.9999
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,5,2,4,5858.0,0,5858.0,0.853,3355,77,0.604,0.0,0.00032656,0.99967
709164408,Attrited Customer,32,M,1,Uneducated,Married,Less than $40K,Blue,23,1,3,3,2218.0,1696,522.0,0.367,730,20,0.429,0.765,0.99659,0.00341249
716924958,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812.0,1926,4886.0,0.735,2288,48,0.778,0.283,0.97166,0.02834
719373558,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,1,6275.0,0,6275.0,0.79,4308,75,0.786,0.0,3.7884e-05,0.99996
716298633,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,47,5,2,3,2086.0,1792,294.0,0.859,5774,84,0.909,0.859,0.00017969,0.99982
716247708,Existing Customer,51,M,4,College,Single,$120K +,Gold,33,2,2,2,34516.0,1848,32668.0,0.775,14149,103,0.689,0.054,0.00013371,0.99987
711535158,Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35,5,3,3,2197.0,461,1736.0,0.636,1955,42,0.448,0.21,0.99639,0.00360825
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,4,3,4,34516.0,1197,33319.0,0.669,1594,43,1.15,0.035,0.0005948,0.99941
719991783,Existing Customer,40,M,2,High School,Married,$80K - $120K,Silver,36,5,3,0,34516.0,2183,32333.0,0.739,3644,67,0.634,0.063,5.8284e-05,0.99994
720618033,Existing Customer,43,F,3,College,Married,$40K - $60K,Blue,36,1,3,2,9633.0,0,9633.0,0.638,14829,90,0.8,0.0,0.00018146,0.99982
708219858,Existing Customer,39,M,2,Graduate,Single,$40K - $60K,Blue,26,6,3,2,6423.0,0,6423.0,1.051,4295,70,0.795,0.0,0.00017987,0.99982
716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,3,2,16828.0,2517,14311.0,1.059,4939,63,0.465,0.15,0.99431,0.00569
716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981.0,1448,533.0,0.723,4639,61,0.743,0.731,0.00015426,0.99985
806947308,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,20178.0,1553,18625.0,0.324,1735,44,0.375,0.077,0.99779,0.00221086
713476758,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1,1,10007.0,1586,8421.0,0.921,4309,77,0.711,0.158,3.8289e-05,0.99996
814092858,Existing Customer,49,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222.0,694,1528.0,0.903,4372,65,0.711,0.312,7.1226e-05,0.99993
710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0.00033886,0.99966
770871708,Existing Customer,62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,0,2591.0,0.601,2123,56,0.697,0.0,0.00023467,0.99977
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355.0,1090,1265.0,0.751,1441,29,0.812,0.463,0.00018665,0.99981
771335358,Existing Customer,37,M,2,College,Divorced,$40K - $60K,Blue,24,3,3,4,8120.0,2098,6022.0,0.826,3161,54,0.688,0.258,0.00050168,0.9995
