,index,tconst,ordering,nconst,category,job,characters,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryName,birthYear,deathYear,primaryProfession,directors,writers
13181,13182,tt0277941,5,nm0429964,director,,,movie,Ned Kelly,Ned Kelly,0,2003,,110,"Action,Adventure,Biography",Gregor Jordan,1966.0,,"director,actor,writer",nm0429964,"nm0237722,nm0567620"
13182,13178,tt0277941,10,nm0046004,composer,,,movie,Ned Kelly,Ned Kelly,0,2003,,110,"Action,Adventure,Biography",Klaus Badelt,1967.0,,"composer,music_department,soundtrack",nm0429964,"nm0237722,nm0567620"
13183,13180,tt0277941,3,nm0001691,actor,,"[""Superintendent Francis Hare""]",movie,Ned Kelly,Ned Kelly,0,2003,,110,"Action,Adventure,Biography",Geoffrey Rush,1951.0,,"actor,soundtrack,producer",nm0429964,"nm0237722,nm0567620"
13184,13179,tt0277941,2,nm0089217,actor,,"[""Joseph Byrne""]",movie,Ned Kelly,Ned Kelly,0,2003,,110,"Action,Adventure,Biography",Orlando Bloom,1977.0,,"actor,producer,soundtrack",nm0429964,"nm0237722,nm0567620"
13185,13181,tt0277941,4,nm0915208,actress,,"[""Julia Cook""]",movie,Ned Kelly,Ned Kelly,0,2003,,110,"Action,Adventure,Biography",Naomi Watts,1968.0,,"actress,producer,soundtrack",nm0429964,"nm0237722,nm0567620"
13186,13177,tt0277941,1,nm0005132,actor,,"[""Ned Kelly""]",movie,Ned Kelly,Ned Kelly,0,2003,,110,"Action,Adventure,Biography",Heath Ledger,1979.0,2008.0,"actor,director,soundtrack",nm0429964,"nm0237722,nm0567620"
13187,13196,tt0277944,9,nm0503600,producer,producer,,movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Danny Lerner,1952.0,2015.0,"producer,writer,production_manager",nm0592824,"nm0026829,nm0203246,nm0317368"
13188,13195,tt0277944,8,nm0317368,writer,screenplay,,movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Adam Gierasch,,,"actor,writer,director",nm0592824,"nm0026829,nm0203246,nm0317368"
13189,13194,tt0277944,7,nm0203246,writer,story,,movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Boaz Davidson,1943.0,,"producer,writer,director",nm0592824,"nm0026829,nm0203246,nm0317368"
13190,13193,tt0277944,6,nm0026829,writer,screenplay,,movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Jace Anderson,,,"writer,producer,actress",nm0592824,"nm0026829,nm0203246,nm0317368"
13191,13192,tt0277944,5,nm0592824,director,,,movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Bob Misiorowski,1944.0,,"director,producer,writer",nm0592824,"nm0026829,nm0203246,nm0317368"
13192,13190,tt0277944,3,nm0256717,actor,,"[""Cain""]",movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Alexander Enberg,1972.0,,"actor,special_effects,visual_effects",nm0592824,"nm0026829,nm0203246,nm0317368"
13193,13189,tt0277944,2,nm0518085,actress,,"[""Josie""]",movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Kristanna Loken,1979.0,,"actress,producer,executive",nm0592824,"nm0026829,nm0203246,nm0317368"
13194,13188,tt0277944,10,nm0701203,producer,producer,,movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Scott Putman,,,"producer,production_manager,actor",nm0592824,"nm0026829,nm0203246,nm0317368"
13195,13187,tt0277944,1,nm0746737,actor,,"[""Neil""]",movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Rodney Rowland,1964.0,,actor,nm0592824,"nm0026829,nm0203246,nm0317368"
13196,13191,tt0277944,4,nm0787114,actor,,"[""Captain O'Kelly""]",movie,Panic,Panic,0,2002,,91,"Action,Drama,Thriller",Ted Shackelford,1946.0,,actor,nm0592824,"nm0026829,nm0203246,nm0317368"
13197,13203,tt0277954,6,nm0000803,writer,written by,,movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Christopher Atkins,1961.0,,"actor,writer,producer",nm0514247,"nm0000803,nm1181226,nm1100142"
13198,13206,tt0277954,9,nm0560014,producer,producer,,movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Elizabeth Matthews,,,producer,nm0514247,"nm0000803,nm1181226,nm1100142"
13199,13205,tt0277954,8,nm1100142,writer,written by,,movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Gus Silber,,,"writer,soundtrack",nm0514247,"nm0000803,nm1181226,nm1100142"
13200,13204,tt0277954,7,nm1181226,writer,written by,,movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Stephen Ronald Francis,,,writer,nm0514247,"nm0000803,nm1181226,nm1100142"
13201,13202,tt0277954,5,nm0514247,director,,,movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",David Lister,,,"director,writer,actor",nm0514247,"nm0000803,nm1181226,nm1100142"
13202,13197,tt0277954,1,nm1361414,actor,,"[""Peter O'Brian""]",movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Josh Grolman,,,actor,nm0514247,"nm0000803,nm1181226,nm1100142"
13203,13200,tt0277954,3,nm0263760,actor,,"[""Patrick O'Brian""]",movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Greg Evigan,1953.0,,"actor,music_department,soundtrack",nm0514247,"nm0000803,nm1181226,nm1100142"
13204,13199,tt0277954,2,nm0235550,actress,,"[""Shannon O'Brian""]",movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Jenna Dover,1983.0,,actress,nm0514247,"nm0000803,nm1181226,nm1100142"
13205,13198,tt0277954,10,nm0560135,producer,producer,,movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Paul Matthews,,,"producer,writer,director",nm0514247,"nm0000803,nm1181226,nm1100142"
13206,13201,tt0277954,4,nm0759924,actress,,"[""Rebecca O'Brian""]",movie,Pets to the Rescue,Pets to the Rescue,0,2002,,82,"Comedy,Family",Emma Samms,1960.0,,"actress,writer,director",nm0514247,"nm0000803,nm1181226,nm1100142"
13207,13213,tt0277975,6,nm0664031,writer,,,movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Kambuzia Partovi,1956.0,2020.0,"writer,director,miscellaneous",nm0592350,nm0664031
13208,13216,tt0277975,9,nm0691020,cinematographer,,,movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Hassan Pooya,,,"cinematographer,camera_department,writer",nm0592350,nm0664031
13209,13215,tt0277975,8,nm0201802,composer,,,movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Mohammad Reza Darvishi,1955.0,,"composer,soundtrack",nm0592350,nm0664031
13210,13214,tt0277975,7,nm0711153,producer,producer,,movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Davoud Rashidi,1933.0,2016.0,"actor,producer",nm0592350,nm0664031
13211,13212,tt0277975,5,nm0592350,director,,,movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Maziar Miri,,,"director,editor,producer",nm0592350,nm0664031
13212,13207,tt0277975,1,nm0030481,actor,,"[""Farhad""]",movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Ali-Reza Anoushfar,,,actor,nm0592350,nm0664031
13213,13210,tt0277975,3,nm0812895,actor,,"[""Rasool""]",movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Hossein Soleimani,,,actor,nm0592350,nm0664031
13214,13209,tt0277975,2,nm0062906,actress,,"[""Hayran""]",movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Ghogha Bayat,,,"camera_department,actress",nm0592350,nm0664031
13215,13208,tt0277975,10,nm0755868,editor,,,movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Hayedeh Safiyari,,,"editor,editorial_department,art_director",nm0592350,nm0664031
13216,13211,tt0277975,4,nm0315574,actor,,"[""Banaei""]",movie,The Unfinished Song,Qateh-ye natamam,0,2001,,92,Drama,Mohsen Ghazi Moradi,,,actor,nm0592350,nm0664031
13217,13226,tt0277986,9,nm0410237,writer,,,movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Brian Irving,,,"producer,writer,executive",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13218,13225,tt0277986,8,nm0317368,writer,screenplay,,movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Adam Gierasch,,,"actor,writer,director",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13219,13224,tt0277986,7,nm0203246,writer,story,,movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Boaz Davidson,1943.0,,"producer,writer,director",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13220,13223,tt0277986,6,nm0026829,writer,screenplay,,movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Jace Anderson,,,"writer,producer,actress",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13221,13222,tt0277986,5,nm0847749,director,,,movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Tibor Takács,1954.0,,"director,writer,producer",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13222,13220,tt0277986,3,nm0003082,actor,,"[""Johnny Falls""]",movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Bailey Chase,1972.0,,actor,nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13223,13219,tt0277986,2,nm1092751,actress,,"[""Maureen""]",movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Amy Parks,,,"actress,composer,costume_designer",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13224,13218,tt0277986,10,nm0503600,producer,producer,,movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Danny Lerner,1952.0,2015.0,"producer,writer,production_manager",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13225,13217,tt0277986,1,nm0236130,actress,,"[""Samantha"",""Jennifer""]",movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Sara Downing,1979.0,,"actress,editor",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13226,13221,tt0277986,4,nm0954677,actor,,"[""Ernst""]",movie,Killer Rats,Rats,0,2003,,92,"Horror,Sci-Fi,Thriller",Michael Zelniker,1954.0,,"actor,director,writer",nm0847749,"nm0026829,nm0203246,nm0317368,nm0410237"
13227,13233,tt0278006,6,nm0368022,producer,producer,,movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Behrooz Hashemian,,,producer,nm0067323,nm0067323
13228,13236,tt0278006,9,nm0706392,cinematographer,,,movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Asghar Rafijam,,,"cinematographer,camera_department,producer",nm0067323,nm0067323
13229,13235,tt0278006,8,nm0756283,composer,,,movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Vartan Sahakian,,,composer,nm0067323,nm0067323
13230,13234,tt0278006,7,nm0451930,composer,,,movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Saba Khozoie,,,"composer,music_department",nm0067323,nm0067323
13231,13232,tt0278006,5,nm0067323,director,,,movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Bahram Beizai,1938.0,,"writer,director,editor",nm0067323,nm0067323
13232,13231,tt0278006,4,nm0354508,actress,,"[""Secretary""]",movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Mitra Hajjar,1977.0,,"actress,producer",nm0067323,nm0067323
13233,13230,tt0278006,3,nm0452091,actor,,"[""Partner""]",movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Reza Kianian,1951.0,,"actor,writer,production_designer",nm0067323,nm0067323
13234,13229,tt0278006,2,nm0610565,actor,,"[""Husband""]",movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Majid Mozaffari,1951.0,,"actor,costume_designer,producer",nm0067323,nm0067323
13235,13228,tt0278006,10,nm0708241,production_designer,,,movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Iraj Raminfar,,,"production_designer,costume_designer,art_director",nm0067323,nm0067323
13236,13227,tt0278006,1,nm0787905,actress,,"[""Golrokh Kamali""]",movie,Killing Mad Dogs,Sagkoshi,0,2001,,135,"Drama,Mystery,Thriller",Mozhdeh Shamsai,,,"make_up_department,actress,production_designer",nm0067323,nm0067323
13237,13245,tt0278018,8,nm0085167,cinematographer,,,movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Andrew Black,,,"cinematographer,camera_department,sound_department",nm0791685,nm0605772
13238,13244,tt0278018,7,nm0193948,composer,,,movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Miriam Cutler,,,"composer,soundtrack,music_department",nm0791685,nm0605772
13239,13243,tt0278018,6,nm0605772,writer,,,movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Meg Moritz,,,"writer,director",nm0791685,nm0605772
13240,13242,tt0278018,5,nm0791685,director,,,movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Tom Shepard,,,"producer,director,editor",nm0791685,nm0605772
13241,13246,tt0278018,9,nm0223800,cinematographer,,,movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Tina Di Feliciantonio,,,"producer,director,cinematographer",nm0791685,nm0605772
13242,13240,tt0278018,3,nm1050803,self,,"[""Self""]",movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,James Dale,,,,nm0791685,nm0605772
13243,13239,tt0278018,2,nm0192884,self,,"[""Self""]",movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Tim Curran,1961.0,,"producer,writer,actor",nm0791685,nm0605772
13244,13238,tt0278018,10,nm0337849,cinematographer,,,movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Frank Green,,,cinematographer,nm0791685,nm0605772
13245,13237,tt0278018,1,nm1051017,self,,"[""Self""]",movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Steven Cozza,,,,nm0791685,nm0605772
13246,13241,tt0278018,4,nm6345662,self,,"[""Self""]",movie,Scout's Honor,Scout's Honor,0,2001,,57,Documentary,Dave Rice,,,,nm0791685,nm0605772
13247,13255,tt0278026,9,nm0415983,editor,,,movie,Peasants,Seljaci,0,2001,,86,Comedy,Petar Jakonic,,,"editor,writer,director",nm0493894,"nm0493894,nm0767835"
13248,13254,tt0278026,8,nm0431306,cinematographer,,,movie,Peasants,Seljaci,0,2001,,86,Comedy,Zoran Jovanovic,,,cinematographer,nm0493894,"nm0493894,nm0767835"
13249,13253,tt0278026,7,nm0786047,composer,,,movie,Peasants,Seljaci,0,2001,,86,Comedy,Dorijan Setina,,,"music_department,composer,sound_department",nm0493894,"nm0493894,nm0767835"
13250,13252,tt0278026,6,nm0767835,writer,,,movie,Peasants,Seljaci,0,2001,,86,Comedy,Dusan Savkovic,1922.0,1990.0,writer,nm0493894,"nm0493894,nm0767835"
13251,13250,tt0278026,4,nm0877181,actress,,"[""Milica""]",movie,Peasants,Seljaci,0,2001,,86,Comedy,Dragana Turkalj,,,"actress,costume_designer",nm0493894,"nm0493894,nm0767835"
13252,13249,tt0278026,3,nm0525704,actress,,"[""Deda Milojka""]",movie,Peasants,Seljaci,0,2001,,86,Comedy,Tatjana Lukjanova,1923.0,2003.0,actress,nm0493894,"nm0493894,nm0767835"
13253,13248,tt0278026,2,nm0691419,actress,,"[""Razumenka""]",movie,Peasants,Seljaci,0,2001,,86,Comedy,Gorica Popovic,1952.0,,"actress,writer",nm0493894,"nm0493894,nm0767835"
13254,13247,tt0278026,1,nm0957372,actor,,"[""Jeremija""]",movie,Peasants,Seljaci,0,2001,,86,Comedy,Velimir 'Bata' Zivojinovic,1933.0,2016.0,actor,nm0493894,"nm0493894,nm0767835"
13255,13251,tt0278026,5,nm0493894,director,,,movie,Peasants,Seljaci,0,2001,,86,Comedy,Dragoslav Lazic,1936.0,,"director,writer,actor",nm0493894,"nm0493894,nm0767835"
13256,13263,tt0278035,7,nm0949558,writer,,,movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Gary Young,,,"writer,director,actor","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13257,13265,tt0278035,9,nm1146427,composer,,,movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Kemal Ultanur,,,composer,"nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13258,13264,tt0278035,8,nm0094222,producer,producer,,movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Margery Bone,,,"actress,producer","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13259,13262,tt0278035,6,nm0853535,director,,,movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Colin Teague,1970.0,,"director,actor,writer","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13260,13261,tt0278035,5,nm0244033,director,,,movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Glenn Durfort,1954.0,,"actor,director,producer","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13261,13259,tt0278035,3,nm0218743,actor,,"[""Gilly""]",movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Louis Dempsey,,,"actor,writer","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13262,13258,tt0278035,2,nm0397110,actor,,"[""J""]",movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Andrew Howard,1969.0,,"actor,producer,writer","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13263,13257,tt0278035,10,nm0259445,cinematographer,,,movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Tom Erisman,1954.0,,"cinematographer,camera_department,writer","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13264,13256,tt0278035,1,nm0001160,actor,,"[""Max Bell""]",movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Adrian Dunbar,1958.0,,"actor,director,soundtrack","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13265,13260,tt0278035,4,nm0124930,actor,,"[""Jackie Junior""]",movie,Shooters,Shooters,0,2002,,95,"Action,Crime,Drama",Gerard Butler,1969.0,,"actor,producer,soundtrack","nm0853535,nm0244033","nm0218743,nm0397110,nm0949558"
13266,13275,tt0278044,9,nm0355629,editor,,,movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Haines Hall,,,"editor,editorial_department",nm0359840,"nm0359840,nm0365283,nm0827307"
13267,13274,tt0278044,8,nm0010139,cinematographer,,,movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Lance Acord,1964.0,,"cinematographer,producer,director",nm0359840,"nm0359840,nm0365283,nm0827307"
13268,13272,tt0278044,6,nm0827307,writer,,,movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Bob Stephenson,1967.0,,"actor,writer,producer",nm0359840,"nm0359840,nm0365283,nm0827307"
13269,13271,tt0278044,5,nm0359840,director,,,movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Steve Hanft,,,"director,writer,cinematographer",nm0359840,"nm0359840,nm0365283,nm0827307"
13270,13273,tt0278044,7,nm1845483,producer,producer,,movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Darren Lavett,,,"director,producer,writer",nm0359840,"nm0359840,nm0365283,nm0827307"
13271,13269,tt0278044,3,nm0651347,actress,,"[""Rocket""]",movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Beth Orton,1970.0,,"soundtrack,actress,music_department",nm0359840,"nm0359840,nm0365283,nm0827307"
13272,13268,tt0278044,2,nm0365283,actor,,"[""Rossangeles"",""Bek's Jam Double Axe""]",movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Rossie Harris,1969.0,,"actor,director,writer",nm0359840,"nm0359840,nm0365283,nm0827307"
13273,13267,tt0278044,10,nm1108216,production_designer,,,movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Robert W. Anderson,1966.0,,"art_department,production_designer",nm0359840,"nm0359840,nm0365283,nm0827307"
13274,13266,tt0278044,1,nm0168262,actor,,"[""Chance""]",movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Rory Cochrane,1972.0,,"actor,soundtrack",nm0359840,"nm0359840,nm0365283,nm0827307"
13275,13270,tt0278044,4,nm0385320,actor,,"[""Motherchild""]",movie,Southlander,Southlander: Diary of a Desperate Musician,0,2001,,80,"Comedy,Drama,Music",Lawrence Hilton-Jacobs,1953.0,,"actor,soundtrack,director",nm0359840,"nm0359840,nm0365283,nm0827307"
13276,13284,tt0278102,9,nm0466109,editor,,,movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Susan Korda,,,"editor,editorial_department,producer",nm0239552,
13277,13276,tt0278102,1,nm3493459,self,,"[""Self - Psychotherapist""]",movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Shlomo Ashkinazy,,,"art_department,costume_department",nm0239552,
13278,13277,tt0278102,2,nm2426807,self,,"[""Self""]",movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Steve Greenberg,,,,nm0239552,
13279,13278,tt0278102,3,nm3493627,self,,"[""Self""]",movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Nathan Lopes Cardozo,,,,nm0239552,
13280,13279,tt0278102,4,nm3467783,self,,"[""Self - Psychotherapist""]",movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Naomi Mark,,,,nm0239552,
13281,13280,tt0278102,5,nm0239552,director,,,movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Sandi Simcha Dubowski,1970.0,,"director,producer,camera_department",nm0239552,
13282,13281,tt0278102,6,nm0810625,producer,producer,,movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,Marc Smolowitz,,,"producer,director,cinematographer",nm0239552,
13283,13282,tt0278102,7,nm0957958,composer,,,movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,John Zorn,1953.0,,"composer,soundtrack,music_department",nm0239552,
13284,13283,tt0278102,8,nm0500717,cinematographer,,,movie,Trembling Before G-d,Trembling Before G-d,0,2001,,94,Documentary,David W. Leitner,1953.0,,"cinematographer,camera_department,producer",nm0239552,
13285,13292,tt0278159,7,nm0019607,composer,,,movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Mohammad Reza Aligholi,,,"composer,music_department,producer",nm0591925,nm0591925
13286,13291,tt0278159,6,nm0595866,producer,producer,,movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Manouchehr Mohammadi,,,"producer,writer",nm0591925,nm0591925
13287,13294,tt0278159,9,nm0595552,editor,,,movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Nazanin Mofakham,,,"editor,editorial_department,writer",nm0591925,nm0591925
13288,13293,tt0278159,8,nm0451932,cinematographer,,,movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Hamid Khozouie Abyane,,,"cinematographer,camera_department",nm0591925,nm0591925
13289,13290,tt0278159,5,nm0591925,director,,,movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Reza Mirkarimi,1966.0,,"producer,director,writer",nm0591925,nm0591925
13290,13285,tt0278159,1,nm0766378,actor,,"[""Sayyed Hassan""]",movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Hossein Parastar,,,actor,nm0591925,nm0591925
13291,13288,tt0278159,3,nm0707308,actor,,"[""Clergy""]",movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Mehran Rajabi,,,actor,nm0591925,nm0591925
13292,13287,tt0278159,2,nm0707305,actor,,"[""The Chick""]",movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Hamed Rajabali,,,actor,nm0591925,nm0591925
13293,13286,tt0278159,10,nm0867804,production_designer,,,movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Reza Torabi,,,production_designer,nm0591925,nm0591925
13294,13289,tt0278159,4,nm0623332,actor,,"[""Rostam""]",movie,Under the Moonlight,Zir-e noor-e maah,0,2001,,96,Drama,Mahmoud Nazaralian,,,actor,nm0591925,nm0591925
13295,13304,tt0278259,9,nm0069064,cinematographer,director of photography,,movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Andreas Bellis,1939.0,,"cinematographer,actor,assistant_director",nm0557789,"nm0557789,nm0550020,nm0324473"
13296,13303,tt0278259,8,nm0506092,composer,,,movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Ross Levinson,,,"composer,music_department,actor",nm0557789,"nm0557789,nm0550020,nm0324473"
13297,13302,tt0278259,7,nm0324473,writer,novel Die Leiden des jungen Werther,,movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Johann Wolfgang von Goethe,1749.0,1832.0,"writer,soundtrack",nm0557789,"nm0557789,nm0550020,nm0324473"
13298,13301,tt0278259,6,nm0550020,writer,screenplay,,movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Phil Marr,,,writer,nm0557789,"nm0557789,nm0550020,nm0324473"
13299,13300,tt0278259,5,nm0557789,director,,,movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Nico Mastorakis,1941.0,,"writer,director,producer",nm0557789,"nm0557789,nm0550020,nm0324473"
13300,13299,tt0278259,4,nm0002032,actor,,"[""Ben""]",movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Roger Daltrey,1944.0,,"actor,soundtrack,producer",nm0557789,"nm0557789,nm0550020,nm0324473"
13301,13298,tt0278259,3,nm0001733,actress,,"[""Misty""]",movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Nicollette Sheridan,1963.0,,"actress,producer,soundtrack",nm0557789,"nm0557789,nm0550020,nm0324473"
13302,13297,tt0278259,2,nm0212809,actor,,"[""Werther"",""Albert""]",movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Jeffery Dean,,,"actor,producer",nm0557789,"nm0557789,nm0550020,nm0324473"
13303,13296,tt0278259,10,nm1050886,editor,,,movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",George Rosenberg,,,editor,nm0557789,"nm0557789,nm0550020,nm0324473"
13304,13295,tt0278259,1,nm0000176,actress,,"[""Sondra""]",movie,.com for Murder,.com for Murder,0,2002,,96,"Horror,Sci-Fi,Thriller",Nastassja Kinski,1961.0,,"actress,producer,soundtrack",nm0557789,"nm0557789,nm0550020,nm0324473"
13305,13313,tt0278293,8,nm0557818,composer,,,movie,El misterio del Trinidad,El misterio del Trinidad,0,2003,,92,Drama,Nacho Mastretta,,,"composer,music_department,soundtrack",nm0305531,nm0190860
13306,13312,tt0278293,7,nm0194569,producer,producer,,movie,El misterio del Trinidad,El misterio del Trinidad,0,2003,,92,Drama,Fernando Cámara,,,"sound_department,producer",nm0305531,nm0190860
